1990,12771.0
1995,11802.9
2000,12689.8
2001,13362.9 
2002,14208.5
2003,14572.0
2004,14978.6
2005,16209.8
2006,16645.9
2007,17502.1
2008,17849.2
2009,18642.4
2010,19251.6
2011,19548.8
2012,19340.4
2013,19525.2
2014,20090.0
2015,20474.8
2016,20893.5
2017,20953.1
2018,20680.6
