1990,-;;;;;;;;;;;;;;
1995,-;;;;;;;;;;;;;;
2000,-;;;;;;;;;;;;;;
2001,-;;;;;;;;;;;;;;
2002,-;;;;;;;;;;;;;;
2003,-;;;;;;;;;;;;;;
2004,-;;;;;;;;;;;;;;
2005,-;;;;;;;;;;;;;;
2006,-;;;;;;;;;;;;;;
2007,-;;;;;;;;;;;;;;
2008,155.5;;;;;;;;;;;;;;
2009,169.6;;;;;;;;;;;;;;
2010,154.4;;;;;;;;;;;;;;
2011,157.5;;;;;;;;;;;;;;
2012,168.1;;;;;;;;;;;;;;
2013,153.3;;;;;;;;;;;;;;
2014,150.2;;;;;;;;;;;;;;
2015,152.1;;;;;;;;;;;;;;
2016,152.3;;;;;;;;;;;;;;
2017,145.4;;;;;;;;;;;;;;
2018,159.5;;;;;;;;;;;;;;
