1990,-
1995,-
2000,3427.8
2001,3605.0
2002,3665.5
2003,3756.3
2004,3780.5
2005,3857.9
2006,3888.6
2007,3963.5
2008,3819.6
2009,3901.1
2010,3986.9
2011,4099.4
2012,4212.2
2013,4252.1
2014,4315.6
2015,4396.8
2016,4479.1
2017,4487.2
2018,4498.2
