5881	Blonay	6 175
5882	Chardonne	2 941
5883	Corseaux	2 282
5884	Corsier-sur-Vevey	3 386
5885	Jongny	1 536
5886	Montreux	26 006
5888	St-Légier-La Chiésaz	5 185
5889	La Tour-de-Peilz	11 871
5890	Vevey	19 904
5891	Veytaux	884
